HK0347,鞍钢股份,
HK0348,龙昌,
HK0350,经纬纺织机械股份,
HK0351,亚洲能源物流,
HK0352,富阳,
HK0353,能源国际投资,
HK0354,中国软件国际,
HK0355,世纪城市国际,
HK0356,INCUTECH INVEST,
HK0357,美兰机?,
HK0358,江西铜业股份,
HK0359,海升果汁,
HK0360,新焦点,
HK0361,顺龙控股,
HK0362,中国天化工,
HK0363,上海实业控股,
HK0364,华丰集团,
HK0365,日东科技,
HK0366,陆氏集团（越南）,
HK0367,庄士机构国际,
HK0368,中外运航运,
HK0369,永泰地产,
HK0370,国华,
HK0371,北控水务集团,
HK0372,德祥企业,
HK0373,联合集团,
HK0374,四洲集团,
HK0375,YGM TRADING,
HK0376,亚洲电信媒体,
HK0377,新洲印刷集团,
HK0378,事安集团,
HK0379,必美宜,
HK0380,中国管业,
HK0381,侨雄能源,
HK0382,威灵控股,
HK0383,中国网络资本,
HK0384,中国燃气,
HK0385,建联集团,
HK0386,中国石油化工股份,
HK0387,力丰（集团）,
HK0388,香港交易所,
HK0389,通天酒业,
HK0390,中国中铁,
HK0391,美亚娱乐资讯,
HK0392,北京控股,
HK0393,旭日企业,
HK0395,中国龙新能源,
HK0396,兴利（香港）控股,
HK0397,中国保绿资产,
HK0398,东方表行集团,
HK0399,联合基因集团,
HK0402,蒙古投资,
HK0403,星光集团,
HK0404,新昌营造,
HK0406,有利集团,
HK0408,叶氏化工集团,
HK0410,ＳＯＨＯ中国,
HK0411,南顺（香港）,
HK0412,汉基控股（新）,
HK0413,南华中国,
HK0417,谢瑞麟,
HK0418,方正控股,
HK0419,华亿传媒,
HK0420,福田实业,
HK0421,中国大冶优先股,
HK0422,越南制造加工出口,
HK0423,经济日报集团,
HK0425,敏实集团,
HK0426,万华媒体,
HK0428,亨亚,
HK0430,东方网库,
HK0431,大中华实业,
HK0432,盈大地产,
HK0433,北方矿业,
HK0438,彩虹电子,
HK0439,英发国际,
HK0440,大新金融,
HK0444,SINCEREWATCH HK,
HK0445,中国消防,
HK0448,汉登控股,
HK0449,志高控股,
HK0450,鸿兴印刷集团,
HK0451,森泰集团,
HK0455,云南实业控股,
HK0456,新城市（中国）,
HK0458,联亚集团,
HK0459,美联工商铺,
HK0460,四环医药,
HK0462,天然乳品,
HK0464,建福集团,
HK0465,富通科技,
HK0467,联合能源集团,
HK0468,纷美包装,
HK0469,凯普松国际,
HK0471,中播控股,
HK0472,金六福投资,
HK0474,昊天能源集团,
HK0475,亿钻珠宝,
HK0476,中铜资源,
HK0477,奥普集团控股,
HK0479,华建控股,
HK0480,香港兴业国际,
HK0482,圣马丁国际,
HK0483,包浩斯国际,
HK0485,STARLIGHT INT'L,
HK0486,RUSAL,
HK0487,实德环球,
HK0488,丽新发展,
HK0489,东风集团股份,
HK0491,汉传媒,
HK0493,国美电器,
HK0494,利丰,
HK0495,PALADIN,
HK0496,卡森国际,
HK0497,资本策略地产,
HK0498,保华集团,
HK0499,华脉无线通信,
HK0500,天地数码（控股）,
HK0502,环新国际,
HK0503,朗生医药,
HK0505,兴业铜业,
HK0506,中国食品,
HK0508,其士泛亚,
HK0509,世纪阳光,
HK0510,时富金融服务集团,
HK0511,电视广播,
HK0512,远大医药,
HK0513,恒和集团,
HK0515,达进精电,
HK0516,瀚智集团,
HK0517,中远国际控股,
HK0518,同得仕（集团）,
HK0519,实力建业,
HK0521,首长科技,
HK0522,ASM PACIFIC,
HK0524,E-KONG GROUP,
HK0525,广深铁路股份,
HK0526,利时集团控股,
HK0527,中国瑞风,
HK0528,金达控股,
HK0529,SIS INT'L,
HK0530,高银金融,
HK0531,顺诚,
HK0532,WKK INTL (HOLD),
HK0533,金利来集团,
HK0535,星狮地产,
HK0536,贸易通,
HK0538,味千（中国）,
HK0539,冠华国际控股,
HK0542,星晨集团,
HK0543,太平洋网络,
HK0544,大同集团,
HK0546,阜丰集团,
HK0547,奥亮集团,
HK0548,深圳高速公路股份,
HK0549,奇峰化纤,
HK0550,才库,
HK0551,裕元集团,
HK0552,中国通信服务,
HK0553,南京熊猫电子股份,
HK0554,汉思能源,
HK0555,御泰中彩控股,
HK0556,泛亚环保,
HK0557,CITY E-SOLUTION,
HK0558,力劲科技,
HK0559,华艺矿业,
HK0560,珠江船务,
HK0563,上实城市开发,
HK0565,锦艺纺织,
HK0566,铂阳太阳能,
HK0567,大昌微线集团,
HK0568,山东墨龙,
HK0569,中国自动化,
HK0570,盈天医药,
HK0571,丰德丽控股,
HK0572,中国包装集团,
HK0573,稻香控股,
HK0575,励晶太平洋,
HK0576,浙江沪杭甬,
HK0577,保华建业,
HK0578,合动能源,
HK0580,赛晶电力电子,
HK0581,中国东方集团,
HK0582,嘉辉化工,
HK0583,南华早报集团,
HK0585,意马国际,
HK0587,华瀚生物制药,
HK0588,北京北辰实业股份,
HK0589,宝姿,
HK0590,六福集团,
HK0591,中国高精密,
HK0592,BOSSINI INT'L,
HK0593,ALLIEDOVERSEA,
HK0595,AV CONCEPT HOLD,
HK0596,浪潮国际,
HK0597,华润微电子,
HK0598,中国外运,
HK0599,怡邦行控股,
HK0600,中国基建投资,
HK0601,权智（国际）,
HK0602,佳华百货控股,
HK0603,中油燃气,
HK0604,深圳控股,
HK0605,港佳控股,
HK0606,中国粮油控股,
HK0607,汇多利,
HK0608,达利国际,
HK0609,天德化工,
HK0610,WAI KEE HOLD,
HK0611,TACK HSIN HOLD,
HK0612,中国投资基金　新,
HK0613,YUGANG INT'L,
HK0616,永义实业,
HK0617,百利保控股,
HK0618,方正数码,
HK0619,南华金融,
HK0620,UDL HOLDINGS,
HK0621,永兴国际,
HK0622,威华达控股,
HK0623,中视金桥,
HK0626,大众金融控股,
HK0627,佑威国际,
HK0628,多金控股,
HK0629,悦达矿业,
HK0630,国金资源控股,
HK0631,三一国际,
HK0632,东方明珠创业,
HK0633,中国全通,
HK0635,彩星集团,
HK0636,富邦银行（香港）,
HK0637,利记,
HK0638,建溢集团,
HK0639,福山能源,
HK0640,星谦化工,
HK0641,立信工业,
HK0642,PALADIN PREF,
HK0643,恒富控股,
HK0645,港台集团,
HK0646,中国环保科技,
HK0647,JOYCE BOUTIQUE,
HK0648,中国仁济医疗,
HK0650,顺昌集团,
HK0651,中海船舶,
HK0653,卓悦控股,
HK0655,香港华人有限公司,
HK0656,复星国际,
HK0657,环科国际,
HK0658,中国高速传动,
HK0659,新创建集团,
HK0660,伟俊矿业集团,
HK0661,中国大冶有色金属,
HK0662,亚洲金融,
HK0663,金山能源,
HK0665,海通国际,
HK0666,新工投资,
HK0667,瀚宇博德,
HK0668,东星能源,
HK0669,创科实业,
HK0670,中国东方航空股份,
HK0672,众安房产,
HK0673,中国卫生控股,
HK0674,文化地标投资,
HK0675,坚宝国际,
HK0676,创信国际,
HK0677,金源米业,
HK0678,云顶香港,
HK0679,亚洲联网科技,
HK0680,南海控股,
HK0681,中民控股,
HK0682,超大现代,
HK0683,嘉里建设,
HK0684,亚伦国际,
HK0685,世界华文媒体,
HK0686,金保利新能源,
HK0687,泰升集团,
HK0688,中国海外发展,
HK0689,长盈集团（控股）,
HK0690,联康生物科技集团,
HK0691,山水水泥,
HK0693,陈唱国际,
HK0694,北京首都机场股份,
HK0696,中国民航信息网络,
HK0697,SHOUGANG INT'L,
HK0698,通达集团,
HK0700,腾讯控股,
HK0701,CNT GROUP,
HK0702,中国油气控股,
HK0703,FUTURE BRIGHT,
HK0704,和嘉资源,
HK0705,南亚矿业,
HK0706,银创控股,
HK0707,协盛协丰,
HK0708,新传媒,
HK0709,佐丹奴国际,
HK0710,精电,
HK0711,俊和发展集团,
HK0712,卡姆丹克太阳能,
HK0713,世界（集团）,
HK0715,和记港陆,
HK0716,胜狮货柜,
HK0717,英皇证券,
HK0718,百威国际,
HK0719,山东新华制药股份,
HK0720,和记行（集团）,
HK0721,中国金融国际,
HK0723,永保林业,
HK0724,泰丰国际,
HK0725,恒都集团,
HK0726,东南国际集团,
HK0727,卓越金融,
HK0728,中国电信,
HK0729,中聚雷天,
HK0730,SHOUGANG GRAND,
HK0731,森信纸业集团,
HK0732,信利国际,
HK0733,合富辉煌,
HK0735,中国电力新能源,
HK0736,中国置业投资,
HK0737,合和公路基建,
HK0738,利信达集团,
HK0739,浙江玻璃,
HK0743,亚洲水泥（中国）,
HK0745,中国铁联传媒,
HK0746,理文集团,
HK0747,渖阳公用发展股份,
HK0750,兴业太阳能,
HK0751,创维数码,
HK0752,PICO FAR EAST,
HK0753,中国国航,
HK0754,合生创展集团,
HK0755,上海证大,
HK0756,天溢果业,
HK0757,阳光能源,
HK0758,JUNEFIELD GROUP,
HK0759,CEC INT'L HOLD,
HK0760,明日国际,
HK0761,百营环球资源,
HK0762,中国联通,
HK0763,中兴通讯,
HK0764,永恒策略,
HK0765,PERFECTECH INTL,
HK0766,中盈国金资源,
HK0767,PACIFIC PLYWOOD,
HK0768,开明投资,
HK0769,中国稀土,
HK0770,SHANGHAI GROWTH,
HK0771,自动系统,
HK0773,中国金属再生资源,
HK0775,长江生命科技,
HK0776,捷丰家居,
HK0777,网龙,
HK0789,雅天妮,
HK0794,锦胜集团（控股）,
HK0800,Ａ８电媒音乐,
HK0801,金卫医疗,
HK0802,宏霸数码,
HK0803,昌兴国际,
HK0806,惠理集团,
HK0809,大成生化科技,
HK0810,华保亚洲,
HK0811,新华文轩,
HK0812,敦沛金融,
HK0813,世茂房地产,
HK0814,北京京客?,
HK0817,方兴地产,
HK0818,高阳科技,
HK0819,天能动力,
HK0821,汇盈控股,
HK0822,嘉瑞国际,
HK0825,新世界百货中国,
HK0826,天工国际,
HK0827,玖源集团,
HK0828,王朝酒业,
HK0829,神冠控股,
HK0830,远东环球,
HK0832,建业地产,
HK0833,华讯,
HK0834,康大食品,
HK0835,亚洲煤业,
HK0836,华润电力,
HK0837,谭木匠,
HK0838,亿和控股,
HK0839,天大石油管材,
HK0840,天业节水,
HK0841,木薯资源,
HK0842,理士国际,
HK0845,恒盛地产,
HK0846,明发集团,
HK0848,茂业国际,
HK0850,中亚能源,
HK0851,盛源控股,
HK0852,海峡石油化工,
HK0853,微创医疗,
HK0855,中国水务,
HK0856,伟仕控股,
HK0857,中国石油股份,
HK0858,精优药业,
HK0859,镇科集团,
HK0860,明丰珠宝,
HK0861,神州数码,
HK0862,VISION VALUES,
HK0865,第一电讯,
HK0866,中国秦发,
HK0867,康哲药业,
HK0868,信义玻璃,
HK0869,彩星玩具,
HK0870,恒丰金业,
HK0872,锦恒汽车安全,
HK0873,国际泰丰控股,
HK0874,广州药业股份,
HK0875,连发国际,
HK0876,永利控股,
HK0877,昂纳光通信集团,
HK0878,金朝阳集团,
HK0880,澳博控股,
HK0881,中升控股,
HK0882,天津发展,
HK0883,中国海洋石油,
HK0886,银基集团,
HK0887,英皇钟表珠宝,
HK0888,路讯通,
HK0889,连达科技控股,
HK0891,利邦,
HK0893,中国铁钛,
HK0894,万裕科技,
HK0895,东江环保,
HK0896,兴胜创建,
HK0897,位元堂,
HK0898,万事昌国际,
HK0899,亚洲资源,
HK0900,AEON CREDIT,
HK0901,莱福资本,
HK0902,华能国际电力股份,
HK0903,冠捷科技,
HK0904,中国绿色食品,
HK0905,MASTERMIND CAP,
HK0906,中粮包装,
HK0907,高雅国际,
HK0908,九洲发展,
HK0909,中大国际,
HK0910,中国林大,
HK0912,信佳国际,
HK0913,合一投资,
HK0914,安徽海螺水泥股份,
HK0915,林麦集团,
HK0916,龙源电力,
HK0917,新世界中国,
HK0918,第一德胜控股,
HK0919,现代美容,
HK0921,海信科龙,
HK0922,中福控股,
HK0923,福和集团,
HK0925,北京建设,
HK0926,碧生源,
HK0927,富士高实业,
HK0928,德发集团,
HK0929,国际精密,
HK0930,中国森林,
HK0931,宏通集团,
HK0933,光汇石油,
HK0934,中石化冠德,
HK0936,敏达控股,
HK0938,民生国际,
HK0939,建设银行,
HK0940,中国动物保健品,
HK0941,中国移动,
HK0943,意科控股,
HK0945,宏利金融,
HK0946,洪良国际,
HK0947,摩比发展,
HK0948,Z-OBEE,
HK0950,李氏大药厂,
HK0951,超威动力,
HK0952,华富国际,
HK0953,美克国际,
HK0955,SCHRAMM,
HK0956,新天绿色能源,
HK0959,奥玛仕控股,
HK0960,龙湖地产,
HK0963,华熙生物科技,
HK0966,中国太平,
HK0967,桑德国际,
HK0968,小肥羊,
HK0969,华联国际,
HK0970,耀莱集团,
HK0973,L'OCCITANE,
HK0975,MONGOL MINING,
HK0976,齐合天地,
HK0978,东力实业控股,
HK0979,绿色能源科技集团,
HK0980,联华超市,
HK0981,中芯国际,
HK0982,卓智控股,
HK0983,瑞安建业,
HK0984,永旺,
HK0985,中科矿业,
HK0986,NAM HING,
HK0987,香港新能源控股,
HK0988,楼东俊安资源,
HK0989,润迅通信国际,
HK0990,荣晖国际,
HK0991,大唐发电,
HK0992,联想集团,
HK0993,天行国际,
HK0995,安徽皖通高速公路,
HK0996,东方银座,
HK0997,达艺控股,
HK0998,中信银行,
HK0999,I.T,
HK1000,北青传媒,
HK1001,VAN SHUNG CHONG,
HK1002,威铖国际,
HK1003,２１控股,
HK1004,丽盛集团控股,
HK1005,MATRIX HOLDINGS,
HK1006,中国玉米油,
HK1007,环球乳业,
HK1008,诗天控股,
HK1009,国际娱乐,
HK1010,弘茂科技,
HK1013,伟俊集团控股,
HK1015,STOCK1015,
HK1016,STOCK1016,
HK1017,STOCK1017,
HK1018,STOCK1018,
HK1019,康宏理财,
HK1020,华耐控股,
HK1021,麦达斯控股,
HK1026,环球实业科技,
HK1029,铁货,
HK1031,黄金集团,
HK1033,仪征化纤股份,
HK1036,南联地产控股,
HK1037,DAIWA ASSOCIATE,
HK1038,长江基建集团,
HK1039,畅丰车桥,
HK1041,福邦控股,
HK1043,光宇国际集团科技,
HK1044,恒安国际,
HK1045,亚太卫星,
HK1046,寰宇国际,
HK1047,毅兴行,
HK1048,新源控股,
HK1049,CELESTIAL ASIA,
HK1050,嘉利国际,
HK1051,国际资源,
HK1052,越秀交通,
HK1053,重庆钢铁股份,
HK1055,中国南方航空股份,
HK1057,憬辣?,
HK1058,粤海制革,
HK1059,看通集团,
HK1060,文化中国传播,
HK1062,新资本,
HK1063,新确科技,
HK1064,中华国际,
HK1065,天津创业环保股份,
HK1066,威高股份,
HK1068,雨润食品,
HK1070,ＴＣＬ多媒体,
HK1071,华电国际电力股份,
HK1072,东方电气,
HK1073,浩伦农科,
HK1075,首都信息,
HK1076,第一天然食品,
HK1079,松景科技,
HK1080,胜利管道,
HK1083,港华燃气,
HK1085,亨鑫科技,
HK1086,好孩子国际,
HK1087,泓淋科技,
HK1088,中国神华,
HK1089,森宝食品,
HK1090,大明国际,
HK1091,中信大锰,
HK1093,CHINA PHARMA,
HK1094,中国公共采购,
HK1097,I-CABLE COMM,
HK1098,ROAD KING INFRA,
HK1099,国药控股,
HK1100,飞达控股,
HK1101,中国熔盛重工,
HK1102,环能国际,
HK1104,亚太资源,
HK1105,星岛,
HK1108,洛阳玻璃股份,
HK1109,华润置地,
HK1110,金活医药集团,
HK1111,创兴银行,
HK1112,合生元,
HK1114,BRILLIANCE CHI,
HK1116,MAYER HOLDINGS,
HK1117,现代牧业,
HK1118,高力集团,
HK1120,雅视光学,
HK1121,宝峰时尚,
HK1122,庆铃汽车股份,
HK1123,中港照相,
HK1124,沿海家园,
HK1125,丽丰控股,
HK1126,德林国际,
HK1128,永利澳门,
HK1129,中国水业集团,
HK1130,中国环境资源,
HK1131,鸿宝资源,
HK1132,橙天嘉禾,
HK1133,哈尔滨动力股份,
HK1135,ASIA SATELLITE,
HK1136,台泥国际集团,
HK1137,城市电讯,
HK1138,中海发展股份,
HK1139,华多利集团,
HK1140,东英金融投资,
HK1141,北京御生堂,
HK1142,西伯利亚矿业,
HK1143,中慧国际控股,
HK1149,中国安芯,
HK1155,星辰通信,
HK1157,中联重科,
HK1159,泰盛实业集团,
HK1160,大唐投资国际,
HK1161,奥思集团,
HK1163,德金资源,
HK1164,维奥集团,
HK1166,蒙古矿业,
HK1168,百仕达控股,
HK1169,海尔电器,
HK1170,信星集团,
HK1171,兖州煤业股份,
HK1172,勤达集团国际,
HK1173,威高国际,
HK1174,太平洋恩利,
HK1175,福记食品服务,
HK1176,珠光控股,
HK1177,中国生物制药,
HK1178,天年生物,
HK1180,汇彩控股,
HK1182,中青基业,
HK1184,S.A.S. DRAGON,
HK1185,中国航天万源,
HK1186,中国铁建,
HK1187,珠江轮胎,
HK1188,正道集团,
HK1189,珀丽酒店,
HK1191,粤首环保,
HK1192,泰山石化,
HK1193,华润燃气,
HK1194,中国贵金属,
HK1195,京维集团,
HK1196,昌明投资,
HK1198,皇朝家,
HK1199,中远太平洋,
HK1200,美联集团,
HK1201,侨威集团,
HK1202,成都普天电缆股份,
HK1203,广南（集团）,
HK1205,中信资源,
HK1207,上置集团,
HK1208,五矿资源,
HK1211,比亚迪股份,
HK1212,利福国际,
HK1213,万保刚集团,
HK1215,开源控股,
HK1217,中国创新投资,
HK1218,永义国际,
HK1220,海域集团,
HK1221,SINO HOTELS,
HK1222,WANG ON GROUP,
HK1223,新沣集团,
HK1224,中渝置地,
HK1225,隆成集团,
HK1226,嘉禹国际,
HK1227,国盛投资,
HK1228,奇峰国际,
HK1229,安中资源,
HK1230,雅士利国际,
HK1234,中国利郎,
HK1238,宝龙地产,
HK1278,中国新城镇,
HK1280,汇银家电,
HK1282,世达科技,
HK1288,农业银行,
HK1299,友邦保险,
HK1308,海丰国际,
HK1313,华润水泥控股,
HK1318,格菱控股,
HK1323,NEWTREE GROUP,
HK1328,精英国际,
HK1333,中国忠旺,
HK1338,霸王集团,
HK1361,３６１度,
HK1368,特步国际,
